idx,reduced_embeddings
389,"[0.0, 4.301412582397461, 0.0, 0.0, 2.3166093826293945, 2.7200701236724854, 1.9236047267913818, 0.0, 2.98207688331604, 1.3942010402679443, 0.0, 0.0, 0.12678126990795135, 0.0, 1.620182752609253, 1.6283727884292603, 0.0, 0.0, 0.0, 0.0, 0.0, 1.863279104232788, 0.0, 0.0, 0.0, 0.0, 0.806679368019104, 0.0, 0.0, 0.0, 2.583157539367676, 0.0, 3.3442578315734863, 0.0, 3.998316764831543, 0.0, 3.7633590698242188, 0.0, 0.0, 0.0, 2.992476463317871, 4.908402442932129, 0.0, 2.456061363220215, 0.0, 0.0, 0.3517829179763794, 0.0, 0.850218653678894, 0.0, 0.0, 2.4628543853759766, 0.0, 0.0, 0.0, 0.0, 0.0, 4.156283378601074, 0.0, 0.0, 0.0, 0.08360140025615692, 1.6474450826644897, 0.8552185297012329]"
355,"[0.0, 4.377374649047852, 0.0, 0.0, 2.387310028076172, 2.837949752807617, 1.9762990474700928, 0.0, 3.04876971244812, 1.4107414484024048, 0.0, 0.0, 0.12867213785648346, 0.0, 1.6723577976226807, 1.6490285396575928, 0.0, 0.0, 0.0, 0.0, 0.0, 1.838465690612793, 0.0, 0.0, 0.0, 0.0, 0.7974543571472168, 0.0, 0.0, 0.0, 2.6093616485595703, 0.0, 3.4449687004089355, 0.0, 4.080633163452148, 0.0, 3.828277111053467, 0.0, 0.0, 0.0, 3.017378330230713, 4.989618301391602, 0.0, 2.4712042808532715, 0.0, 0.0, 0.3771275281906128, 0.0, 0.8259481191635132, 0.0, 0.0, 2.449314832687378, 0.0, 0.0, 0.0, 0.0, 0.0, 4.181692123413086, 0.0, 0.0, 0.0, 0.1216900497674942, 1.6630778312683105, 0.7972915172576904]"
66,"[0.0, 4.280909061431885, 0.0, 0.0, 2.333317756652832, 3.028805732727051, 1.8748071193695068, 0.0, 3.016695976257324, 1.429192066192627, 0.0, 0.0, 0.08459463715553284, 0.0, 1.5674437284469604, 1.5496314764022827, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7813211679458618, 0.0, 0.0, 0.0, 0.0, 0.8629234433174133, 0.0, 0.0, 0.0, 2.6390981674194336, 0.0, 3.399360418319702, 0.0, 3.969081401824951, 0.0, 3.7644906044006348, 0.0, 0.0, 0.0, 3.106727123260498, 4.905600547790527, 0.0, 2.5527524948120117, 0.0, 0.0, 0.3974393904209137, 0.0, 0.6580173969268799, 0.0, 0.0, 2.365298271179199, 0.0, 0.0, 0.0, 0.0, 0.0, 4.279027938842773, 0.0, 0.0, 0.0, 0.15642231702804565, 1.6738042831420898, 0.7831225395202637]"
579,"[0.0, 4.344545364379883, 0.0, 0.0, 2.3353989124298096, 2.7946367263793945, 1.9801311492919922, 0.0, 3.062141180038452, 1.3911162614822388, 0.0, 0.0, 0.08017981052398682, 0.0, 1.6487637758255005, 1.6405541896820068, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8902292251586914, 0.0, 0.0, 0.0, 0.0, 0.7921456098556519, 0.0, 0.0, 0.0, 2.6057777404785156, 0.0, 3.3885605335235596, 0.0, 4.093188285827637, 0.0, 3.821868896484375, 0.0, 0.0, 0.0, 3.0829110145568848, 4.979132175445557, 0.0, 2.4661059379577637, 0.0, 0.0, 0.39076703786849976, 0.0, 0.9073123931884766, 0.0, 0.0, 2.497180938720703, 0.0, 0.0, 0.0, 0.0, 0.0, 4.241823196411133, 0.0, 0.0, 0.0, 0.15456610918045044, 1.6799769401550293, 0.8355100154876709]"
718,"[0.0, 4.306880950927734, 0.0, 0.0, 2.4092965126037598, 2.75411319732666, 2.0940499305725098, 0.0, 2.9329590797424316, 1.4366918802261353, 0.0, 0.0, 0.13077948987483978, 0.0, 1.7546945810317993, 1.6992307901382446, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8256590366363525, 0.0, 0.0, 0.0, 0.0, 0.6988096833229065, 0.0, 0.0, 0.0, 2.605055332183838, 0.0, 3.5803585052490234, 0.0, 4.180784225463867, 0.0, 3.791450023651123, 0.0, 0.0, 0.0, 2.8777518272399902, 4.948641777038574, 0.0, 2.459902286529541, 0.0, 0.0, 0.3848921060562134, 0.0, 0.8525494337081909, 0.0, 0.0, 2.4384870529174805, 0.0, 0.0, 0.0, 0.0, 0.0, 4.099208831787109, 0.0, 0.0, 0.0, 0.11812502145767212, 1.613585114479065, 0.8176966905593872]"
143,"[0.0, 4.293522834777832, 0.0, 0.0, 2.264181137084961, 2.855231523513794, 1.890309453010559, 0.0, 2.976935386657715, 1.4130253791809082, 0.0, 0.0, 0.05355831980705261, 0.0, 1.5275006294250488, 1.653852105140686, 0.0, 0.0, 0.0, 0.0, 0.0, 1.929086685180664, 0.0, 0.0, 0.0, 0.0, 0.7986392378807068, 0.0, 0.0, 0.0, 2.677938938140869, 0.0, 3.3428330421447754, 0.0, 3.9548521041870117, 0.0, 3.8239142894744873, 0.0, 0.0, 0.0, 3.110921859741211, 4.976283550262451, 0.0, 2.543163776397705, 0.0, 0.0, 0.3710549473762512, 0.0, 0.6723493337631226, 0.0, 0.0, 2.3686764240264893, 0.0, 0.0, 0.0, 0.0, 0.0, 4.171231746673584, 0.0, 0.0, 0.0, 0.166050523519516, 1.5590187311172485, 0.8429452776908875]"
237,"[0.0, 4.378778457641602, 0.0, 0.0, 2.2739369869232178, 3.078120470046997, 1.904524326324463, 0.0, 3.081563949584961, 1.5058757066726685, 0.0, 0.0, 0.13435716927051544, 0.0, 1.5940604209899902, 1.5222163200378418, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8037922382354736, 0.0, 0.0, 0.0, 0.0, 0.8852604031562805, 0.0, 0.0, 0.0, 2.7293004989624023, 0.0, 3.3991498947143555, 0.0, 3.99735164642334, 0.0, 3.836366891860962, 0.0, 0.0, 0.0, 3.1637308597564697, 5.049622058868408, 0.0, 2.5661516189575195, 0.0, 0.0, 0.36406734585762024, 0.0, 0.6741045117378235, 0.0, 0.0, 2.4651427268981934, 0.0, 0.0, 0.0, 0.0, 0.0, 4.370759010314941, 0.0, 0.0, 0.0, 0.10238786041736603, 1.6516069173812866, 0.8326451182365417]"
651,"[0.0, 4.347353935241699, 0.0, 0.0, 2.3807296752929688, 3.001049757003784, 1.9136521816253662, 0.0, 3.040040969848633, 1.4866303205490112, 0.0, 0.0, 0.11264066398143768, 0.0, 1.6278603076934814, 1.6094199419021606, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8316420316696167, 0.0, 0.0, 0.0, 0.0, 0.8126401901245117, 0.0, 0.0, 0.0, 2.7011752128601074, 0.0, 3.449662208557129, 0.0, 4.044077396392822, 0.0, 3.8455231189727783, 0.0, 0.0, 0.0, 3.1369643211364746, 4.996695041656494, 0.0, 2.5601277351379395, 0.0, 0.0, 0.39926937222480774, 0.0, 0.7404391765594482, 0.0, 0.0, 2.4224648475646973, 0.0, 0.0, 0.0, 0.0, 0.0, 4.295660972595215, 0.0, 0.0, 0.0, 0.17404557764530182, 1.6880912780761719, 0.8481936454772949]"
731,"[0.0, 4.216832160949707, 0.0, 0.0, 2.2419474124908447, 2.9009761810302734, 1.8641514778137207, 0.0, 2.979449510574341, 1.3974075317382812, 0.0, 0.0, 0.08929544687271118, 0.0, 1.5123748779296875, 1.548215389251709, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8361937999725342, 0.0, 0.0, 0.0, 0.0, 0.8385695219039917, 0.0, 0.0, 0.0, 2.671144962310791, 0.0, 3.2767577171325684, 0.0, 3.863053798675537, 0.0, 3.6973752975463867, 0.0, 0.0, 0.0, 3.053957939147949, 4.893436431884766, 0.0, 2.454014778137207, 0.0, 0.0, 0.36882853507995605, 0.0, 0.6703453660011292, 0.0, 0.0, 2.346116304397583, 0.0, 0.0, 0.0, 0.0, 0.0, 4.175661087036133, 0.0, 0.0, 0.0, 0.16735351085662842, 1.555709958076477, 0.8359991312026978]"
695,"[0.0, 4.36627721786499, 0.0, 0.0, 2.3832848072052, 2.9191746711730957, 1.9835762977600098, 0.0, 3.0661206245422363, 1.4988911151885986, 0.0, 0.0, 0.15889054536819458, 0.0, 1.7125338315963745, 1.6424546241760254, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8620507717132568, 0.0, 0.0, 0.0, 0.0, 0.7888509035110474, 0.0, 0.0, 0.0, 2.656078815460205, 0.0, 3.472672939300537, 0.0, 4.148210525512695, 0.0, 3.8468313217163086, 0.0, 0.0, 0.0, 3.037454128265381, 5.002076148986816, 0.0, 2.5354442596435547, 0.0, 0.0, 0.391304075717926, 0.0, 0.8614529371261597, 0.0, 0.0, 2.463366746902466, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2847089767456055, 0.0, 0.0, 0.0, 0.1437409520149231, 1.693288803100586, 0.8307567834854126]"
688,"[0.0, 4.397960662841797, 0.0, 0.0, 2.2994883060455322, 3.015374183654785, 1.9149903059005737, 0.0, 3.038827657699585, 1.4901642799377441, 0.0, 0.0, 0.0982859879732132, 0.0, 1.5602359771728516, 1.5988256931304932, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8834741115570068, 0.0, 0.0, 0.0, 0.0, 0.8861725330352783, 0.0, 0.0, 0.0, 2.773702621459961, 0.0, 3.3585662841796875, 0.0, 3.9905569553375244, 0.0, 3.7901430130004883, 0.0, 0.0, 0.0, 3.133357524871826, 5.022621154785156, 0.0, 2.5110464096069336, 0.0, 0.0, 0.40926527976989746, 0.0, 0.6800126433372498, 0.0, 0.0, 2.372638702392578, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2587571144104, 0.0, 0.0, 0.0, 0.1446089744567871, 1.604335904121399, 0.8794337511062622]"
488,"[0.0, 4.234846115112305, 0.0, 0.0, 2.2631499767303467, 2.8834118843078613, 1.8679368495941162, 0.0, 2.978055715560913, 1.4572474956512451, 0.0, 0.0, 0.15752118825912476, 0.0, 1.6088862419128418, 1.5601297616958618, 0.0, 0.0, 0.0, 0.0, 0.0, 1.829819679260254, 0.0, 0.0, 0.0, 0.0, 0.7854472994804382, 0.0, 0.0, 0.0, 2.641852855682373, 0.0, 3.323349714279175, 0.0, 3.953676700592041, 0.0, 3.7344188690185547, 0.0, 0.0, 0.0, 3.0829310417175293, 4.853669166564941, 0.0, 2.4799134731292725, 0.0, 0.0, 0.42234379053115845, 0.0, 0.8173658847808838, 0.0, 0.0, 2.4046597480773926, 0.0, 0.0, 0.0, 0.0, 0.0, 4.211779594421387, 0.0, 0.0, 0.0, 0.1711791753768921, 1.6772218942642212, 0.8584542274475098]"
413,"[0.0, 4.438398361206055, 0.0, 0.0, 2.366117477416992, 2.990849494934082, 1.9444063901901245, 0.0, 3.100120782852173, 1.4925802946090698, 0.0, 0.0, 0.11427885293960571, 0.0, 1.68851637840271, 1.644293189048767, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8317245244979858, 0.0, 0.0, 0.0, 0.0, 0.8204866647720337, 0.0, 0.0, 0.0, 2.6689834594726562, 0.0, 3.497509241104126, 0.0, 4.159414291381836, 0.0, 3.8316409587860107, 0.0, 0.0, 0.0, 3.1238903999328613, 5.010065078735352, 0.0, 2.5790367126464844, 0.0, 0.0, 0.4194057285785675, 0.0, 0.7833054065704346, 0.0, 0.0, 2.4834156036376953, 0.0, 0.0, 0.0, 0.0, 0.0, 4.299582481384277, 0.0, 0.0, 0.0, 0.16032466292381287, 1.72329580783844, 0.8045083284378052]"
609,"[0.0, 4.194636821746826, 0.0, 0.0, 2.304169178009033, 2.863457202911377, 1.8510377407073975, 0.0, 2.893970489501953, 1.3821847438812256, 0.0, 0.0, 0.10632234811782837, 0.0, 1.5368621349334717, 1.5446367263793945, 0.0, 0.0, 0.0, 0.0, 0.0, 1.763401985168457, 0.0, 0.0, 0.0, 0.0, 0.8001598715782166, 0.0, 0.0, 0.0, 2.5596210956573486, 0.0, 3.278453826904297, 0.0, 3.8716318607330322, 0.0, 3.688035488128662, 0.0, 0.0, 0.0, 2.9573707580566406, 4.7943620681762695, 0.0, 2.4205307960510254, 0.0, 0.0, 0.3824723958969116, 0.0, 0.6895086169242859, 0.0, 0.0, 2.2831549644470215, 0.0, 0.0, 0.0, 0.0, 0.0, 4.062628746032715, 0.0, 0.0, 0.0, 0.13348697125911713, 1.5818042755126953, 0.7781190872192383]"
196,"[0.0, 4.223691940307617, 0.0, 0.0, 2.2263832092285156, 2.8544692993164062, 1.8604302406311035, 0.0, 2.9664411544799805, 1.4079821109771729, 0.0, 0.0, 0.04549163579940796, 0.0, 1.5671993494033813, 1.5925580263137817, 0.0, 0.0, 0.0, 0.0, 0.0, 1.867257833480835, 0.0, 0.0, 0.0, 0.0, 0.8011717200279236, 0.0, 0.0, 0.0, 2.59350848197937, 0.0, 3.3143162727355957, 0.0, 3.947751045227051, 0.0, 3.699690818786621, 0.0, 0.0, 0.0, 3.130011558532715, 4.858753204345703, 0.0, 2.5365023612976074, 0.0, 0.0, 0.39040231704711914, 0.0, 0.7248513102531433, 0.0, 0.0, 2.4098005294799805, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1581220626831055, 0.0, 0.0, 0.0, 0.13681699335575104, 1.614983081817627, 0.7950266599655151]"
227,"[0.0, 4.302425861358643, 0.0, 0.0, 2.4255475997924805, 2.833129405975342, 2.0138344764709473, 0.0, 2.9576597213745117, 1.4351096153259277, 0.0, 0.0, 0.10869771242141724, 0.0, 1.6285510063171387, 1.6864309310913086, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8468821048736572, 0.0, 0.0, 0.0, 0.0, 0.7407709956169128, 0.0, 0.0, 0.0, 2.627810478210449, 0.0, 3.510868549346924, 0.0, 4.070189952850342, 0.0, 3.824899435043335, 0.0, 0.0, 0.0, 3.00504732131958, 4.888249397277832, 0.0, 2.5196406841278076, 0.0, 0.0, 0.4274219870567322, 0.0, 0.7667796611785889, 0.0, 0.0, 2.388169765472412, 0.0, 0.0, 0.0, 0.0, 0.0, 4.143771171569824, 0.0, 0.0, 0.0, 0.1582491099834442, 1.613747477531433, 0.7735061645507812]"
314,"[0.0, 4.389089584350586, 0.0, 0.0, 2.2662906646728516, 3.0096793174743652, 1.93318772315979, 0.0, 3.104325771331787, 1.4992095232009888, 0.0, 0.0, 0.028519928455352783, 0.0, 1.5949424505233765, 1.6004412174224854, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8713452816009521, 0.0, 0.0, 0.0, 0.0, 0.8559921383857727, 0.0, 0.0, 0.0, 2.7020890712738037, 0.0, 3.4086813926696777, 0.0, 4.073634624481201, 0.0, 3.7737441062927246, 0.0, 0.0, 0.0, 3.2555506229400635, 4.97709846496582, 0.0, 2.6844427585601807, 0.0, 0.0, 0.4110010266304016, 0.0, 0.6387259364128113, 0.0, 0.0, 2.438413381576538, 0.0, 0.0, 0.0, 0.0, 0.0, 4.346862316131592, 0.0, 0.0, 0.0, 0.11723502725362778, 1.6604979038238525, 0.8099335432052612]"
404,"[0.0, 4.487509727478027, 0.0, 0.0, 2.4986953735351562, 3.0899486541748047, 2.017453670501709, 0.0, 3.0912842750549316, 1.5510972738265991, 0.0, 0.0, 0.13253186643123627, 0.0, 1.7342801094055176, 1.6917120218276978, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9150282144546509, 0.0, 0.0, 0.0, 0.0, 0.8122650980949402, 0.0, 0.0, 0.0, 2.780802011489868, 0.0, 3.6190364360809326, 0.0, 4.258173942565918, 0.0, 3.9529805183410645, 0.0, 0.0, 0.0, 3.2159030437469482, 5.134479522705078, 0.0, 2.640353202819824, 0.0, 0.0, 0.44541412591934204, 0.0, 0.8376153707504272, 0.0, 0.0, 2.5152416229248047, 0.0, 0.0, 0.0, 0.0, 0.0, 4.420336723327637, 0.0, 0.0, 0.0, 0.17395660281181335, 1.7792171239852905, 0.8246279358863831]"
793,"[0.0, 4.342351913452148, 0.0, 0.0, 2.4208223819732666, 2.8105039596557617, 2.004659414291382, 0.0, 2.960510492324829, 1.5074833631515503, 0.0, 0.0, 0.08277520537376404, 0.0, 1.6552948951721191, 1.7488905191421509, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0241966247558594, 0.0, 0.0, 0.0, 0.0, 0.7466639876365662, 0.0, 0.0, 0.0, 2.721518039703369, 0.0, 3.605274200439453, 0.0, 4.180014610290527, 0.0, 3.8791894912719727, 0.0, 0.0, 0.0, 3.1833972930908203, 5.005454063415527, 0.0, 2.57496976852417, 0.0, 0.0, 0.43117570877075195, 0.0, 0.7686449885368347, 0.0, 0.0, 2.4475293159484863, 0.0, 0.0, 0.0, 0.0, 0.0, 4.230286121368408, 0.0, 0.0, 0.0, 0.15880805253982544, 1.6306278705596924, 0.7748074531555176]"
218,"[0.0, 4.408568382263184, 0.0, 0.0, 2.32541561126709, 3.1211652755737305, 1.9378924369812012, 0.0, 3.1012485027313232, 1.5428485870361328, 0.0, 0.0, 0.1157601922750473, 0.0, 1.5998103618621826, 1.5999736785888672, 0.0, 0.0, 0.0, 0.0, 0.0, 1.870415449142456, 0.0, 0.0, 0.0, 0.0, 0.8575100898742676, 0.0, 0.0, 0.0, 2.7934556007385254, 0.0, 3.470968723297119, 0.0, 4.084500312805176, 0.0, 3.869654655456543, 0.0, 0.0, 0.0, 3.2542784214019775, 5.091341972351074, 0.0, 2.636354446411133, 0.0, 0.0, 0.3848719596862793, 0.0, 0.7061458826065063, 0.0, 0.0, 2.4797112941741943, 0.0, 0.0, 0.0, 0.0, 0.0, 4.429510116577148, 0.0, 0.0, 0.0, 0.11709246039390564, 1.693678617477417, 0.8409711122512817]"
417,"[0.0, 4.132911682128906, 0.0, 0.0, 2.3081655502319336, 2.7642221450805664, 1.8525569438934326, 0.0, 2.903289794921875, 1.3019376993179321, 0.0, 0.0, 0.04818318784236908, 0.0, 1.4828052520751953, 1.579795479774475, 0.0, 0.0, 0.0, 0.0, 0.0, 1.838490605354309, 0.0, 0.0, 0.0, 0.0, 0.7670562267303467, 0.0, 0.0, 0.0, 2.5719547271728516, 0.0, 3.284292221069336, 0.0, 3.823599338531494, 0.0, 3.7278451919555664, 0.0, 0.0, 0.0, 3.0103132724761963, 4.8450927734375, 0.0, 2.4399566650390625, 0.0, 0.0, 0.33754363656044006, 0.0, 0.660932183265686, 0.0, 0.0, 2.2916910648345947, 0.0, 0.0, 0.0, 0.0, 0.0, 4.010951042175293, 0.0, 0.0, 0.0, 0.1379341185092926, 1.4988746643066406, 0.8221062421798706]"
175,"[0.0, 4.335838794708252, 0.0, 0.0, 2.3576245307922363, 2.8273353576660156, 2.0581717491149902, 0.0, 3.0622475147247314, 1.3927638530731201, 0.0, 0.0, 0.07477863132953644, 0.0, 1.6046544313430786, 1.646540641784668, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0026769638061523, 0.0, 0.0, 0.0, 0.0, 0.79609215259552, 0.0, 0.0, 0.0, 2.6653084754943848, 0.0, 3.452725410461426, 0.0, 4.129057884216309, 0.0, 3.8588547706604004, 0.0, 0.0, 0.0, 3.0854997634887695, 5.096192359924316, 0.0, 2.51483154296875, 0.0, 0.0, 0.3645555377006531, 0.0, 0.815453290939331, 0.0, 0.0, 2.440377712249756, 0.0, 0.0, 0.0, 0.0, 0.0, 4.236360549926758, 0.0, 0.0, 0.0, 0.10926112532615662, 1.573533296585083, 0.8217594623565674]"
537,"[0.0, 4.241405487060547, 0.0, 0.0, 2.2900686264038086, 2.6263041496276855, 1.916187047958374, 0.0, 2.948354959487915, 1.3563421964645386, 0.0, 0.0, 0.08601939678192139, 0.0, 1.601349115371704, 1.6343945264816284, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7926514148712158, 0.0, 0.0, 0.0, 0.0, 0.7292318344116211, 0.0, 0.0, 0.0, 2.464323043823242, 0.0, 3.356289863586426, 0.0, 4.005526542663574, 0.0, 3.7398056983947754, 0.0, 0.0, 0.0, 2.8872616291046143, 4.841514587402344, 0.0, 2.423168897628784, 0.0, 0.0, 0.3606942296028137, 0.0, 0.7560469508171082, 0.0, 0.0, 2.342858076095581, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9715118408203125, 0.0, 0.0, 0.0, 0.10445024073123932, 1.5674439668655396, 0.7664164304733276]"
755,"[0.0, 4.386180877685547, 0.0, 0.0, 2.360790967941284, 2.8353490829467773, 1.98256254196167, 0.0, 3.0531885623931885, 1.4595755338668823, 0.0, 0.0, 0.1720210611820221, 0.0, 1.718697190284729, 1.6603269577026367, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8286383152008057, 0.0, 0.0, 0.0, 0.0, 0.7551484107971191, 0.0, 0.0, 0.0, 2.575375556945801, 0.0, 3.4740209579467773, 0.0, 4.121736526489258, 0.0, 3.7982869148254395, 0.0, 0.0, 0.0, 3.0029137134552, 5.021064758300781, 0.0, 2.4922566413879395, 0.0, 0.0, 0.382356733083725, 0.0, 0.8787753582000732, 0.0, 0.0, 2.499129056930542, 0.0, 0.0, 0.0, 0.0, 0.0, 4.218528747558594, 0.0, 0.0, 0.0, 0.11225216090679169, 1.7245848178863525, 0.848312258720398]"
262,"[0.0, 4.317030906677246, 0.0, 0.0, 2.28016996383667, 3.0644021034240723, 1.9092228412628174, 0.0, 3.0562522411346436, 1.5326032638549805, 0.0, 0.0, 0.11995884776115417, 0.0, 1.5915703773498535, 1.5615077018737793, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8223543167114258, 0.0, 0.0, 0.0, 0.0, 0.8612095713615417, 0.0, 0.0, 0.0, 2.7468466758728027, 0.0, 3.331022024154663, 0.0, 3.99059796333313, 0.0, 3.771228075027466, 0.0, 0.0, 0.0, 3.1591055393218994, 4.986819267272949, 0.0, 2.607905387878418, 0.0, 0.0, 0.37529757618904114, 0.0, 0.6901150345802307, 0.0, 0.0, 2.3863937854766846, 0.0, 0.0, 0.0, 0.0, 0.0, 4.332156181335449, 0.0, 0.0, 0.0, 0.16001345217227936, 1.654065489768982, 0.8491038084030151]"
468,"[0.0, 4.172303199768066, 0.0, 0.0, 2.2173099517822266, 2.911557674407959, 1.8901797533035278, 0.0, 2.9349613189697266, 1.4353827238082886, 0.0, 0.0, 0.057031482458114624, 0.0, 1.5424647331237793, 1.4791862964630127, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7277097702026367, 0.0, 0.0, 0.0, 0.0, 0.8332080841064453, 0.0, 0.0, 0.0, 2.583038568496704, 0.0, 3.3087658882141113, 0.0, 3.8391900062561035, 0.0, 3.576840400695801, 0.0, 0.0, 0.0, 3.0283772945404053, 4.796906471252441, 0.0, 2.463923931121826, 0.0, 0.0, 0.4025774300098419, 0.0, 0.5588008165359497, 0.0, 0.0, 2.2542572021484375, 0.0, 0.0, 0.0, 0.0, 0.0, 4.116694927215576, 0.0, 0.0, 0.0, 0.07928093522787094, 1.5341041088104248, 0.7892513871192932]"
343,"[0.0, 4.411094665527344, 0.0, 0.0, 2.328202724456787, 2.7587974071502686, 1.9809575080871582, 0.0, 3.055858612060547, 1.397841453552246, 0.0, 0.0, 0.07692734897136688, 0.0, 1.6934762001037598, 1.6933932304382324, 0.0, 0.0, 0.0, 0.0, 0.0, 1.860044002532959, 0.0, 0.0, 0.0, 0.0, 0.7992818355560303, 0.0, 0.0, 0.0, 2.6215169429779053, 0.0, 3.4479639530181885, 0.0, 4.0914530754089355, 0.0, 3.848729372024536, 0.0, 0.0, 0.0, 3.004314422607422, 5.007881164550781, 0.0, 2.477773666381836, 0.0, 0.0, 0.3578798174858093, 0.0, 0.8301013708114624, 0.0, 0.0, 2.471646785736084, 0.0, 0.0, 0.0, 0.0, 0.0, 4.130523681640625, 0.0, 0.0, 0.0, 0.09126383811235428, 1.6679840087890625, 0.826068639755249]"
312,"[0.0, 4.187017917633057, 0.0, 0.0, 2.238516330718994, 2.8217992782592773, 1.9128620624542236, 0.0, 2.9248242378234863, 1.3794268369674683, 0.0, 0.0, 0.1469656378030777, 0.0, 1.4951417446136475, 1.521116852760315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70627760887146, 0.0, 0.0, 0.0, 0.0, 0.7978056073188782, 0.0, 0.0, 0.0, 2.6062583923339844, 0.0, 3.1997299194335938, 0.0, 3.8336925506591797, 0.0, 3.646116256713867, 0.0, 0.0, 0.0, 2.895206928253174, 4.895180702209473, 0.0, 2.354753017425537, 0.0, 0.0, 0.29847294092178345, 0.0, 0.6609447598457336, 0.0, 0.0, 2.2932488918304443, 0.0, 0.0, 0.0, 0.0, 0.0, 4.025607109069824, 0.0, 0.0, 0.0, 0.0974995419383049, 1.4739446640014648, 0.8957359790802002]"
698,"[0.0, 4.022398471832275, 0.0, 0.0, 2.1648941040039062, 2.5686044692993164, 1.8041085004806519, 0.0, 2.7800464630126953, 1.2335809469223022, 0.0, 0.0, 0.12683995068073273, 0.0, 1.3710801601409912, 1.5096172094345093, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7957184314727783, 0.0, 0.0, 0.0, 0.0, 0.7802457809448242, 0.0, 0.0, 0.0, 2.492154598236084, 0.0, 3.07283353805542, 0.0, 3.6102542877197266, 0.0, 3.666745662689209, 0.0, 0.0, 0.0, 2.7950727939605713, 4.742698669433594, 0.0, 2.2542824745178223, 0.0, 0.0, 0.2633516490459442, 0.0, 0.5970509648323059, 0.0, 0.0, 2.217090129852295, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8327438831329346, 0.0, 0.0, 0.0, 0.0894518792629242, 1.3658291101455688, 0.8005091547966003]"
146,"[0.0, 4.343911170959473, 0.0, 0.0, 2.435049533843994, 2.8081512451171875, 2.047023057937622, 0.0, 2.999124050140381, 1.4315147399902344, 0.0, 0.0, 0.12172397971153259, 0.0, 1.7005726099014282, 1.7153350114822388, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9291484355926514, 0.0, 0.0, 0.0, 0.0, 0.739631175994873, 0.0, 0.0, 0.0, 2.598099946975708, 0.0, 3.543503999710083, 0.0, 4.198968887329102, 0.0, 3.8385605812072754, 0.0, 0.0, 0.0, 3.008927822113037, 4.969250679016113, 0.0, 2.547545909881592, 0.0, 0.0, 0.41469287872314453, 0.0, 0.8144313097000122, 0.0, 0.0, 2.4073503017425537, 0.0, 0.0, 0.0, 0.0, 0.0, 4.202294826507568, 0.0, 0.0, 0.0, 0.13884808123111725, 1.7005138397216797, 0.7666895389556885]"
153,"[0.0, 4.33900260925293, 0.0, 0.0, 2.3445677757263184, 2.974482536315918, 1.908560037612915, 0.0, 3.0097808837890625, 1.418537974357605, 0.0, 0.0, 0.06011532247066498, 0.0, 1.5882091522216797, 1.6284406185150146, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8854475021362305, 0.0, 0.0, 0.0, 0.0, 0.851069986820221, 0.0, 0.0, 0.0, 2.6465277671813965, 0.0, 3.446887493133545, 0.0, 4.050014972686768, 0.0, 3.8052258491516113, 0.0, 0.0, 0.0, 3.1843008995056152, 4.903439044952393, 0.0, 2.591824531555176, 0.0, 0.0, 0.42804479598999023, 0.0, 0.7232035398483276, 0.0, 0.0, 2.4235589504241943, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3117523193359375, 0.0, 0.0, 0.0, 0.1642308235168457, 1.7343413829803467, 0.7255217432975769]"
